1.00000000,0.00000000
2.00000000,0.69314718
3.00000000,1.09861229
4.00000000,1.38629436
5.00000000,1.60943791
6.00000000,1.79175947
7.00000000,1.94591015
8.00000000,2.07944154
9.00000000,2.19722458
10.00000000,2.30258509
11.00000000,2.39789527
12.00000000,2.48490665
13.00000000,2.56494936
14.00000000,2.63905733
15.00000000,2.70805020
16.00000000,2.77258872
17.00000000,2.83321334
18.00000000,2.89037176
19.00000000,2.94443898
20.00000000,2.99573227
21.00000000,3.04452244
22.00000000,3.09104245
23.00000000,3.13549422
24.00000000,3.17805383
25.00000000,3.21887582
26.00000000,3.25809654
27.00000000,3.29583687
28.00000000,3.33220451
29.00000000,3.36729583
30.00000000,3.40119738
31.00000000,3.43398720
32.00000000,3.46573590
33.00000000,3.49650756
34.00000000,3.52636052
35.00000000,3.55534806
36.00000000,3.58351894
37.00000000,3.61091791
38.00000000,3.63758616
39.00000000,3.66356165
40.00000000,3.68887945
41.00000000,3.71357207
42.00000000,3.73766962
43.00000000,3.76120012
44.00000000,3.78418963
45.00000000,3.80666249
46.00000000,3.82864140
47.00000000,3.85014760
48.00000000,3.87120101
49.00000000,3.89182030
50.00000000,3.91202301
51.00000000,3.93182563
52.00000000,3.95124372
53.00000000,3.97029191
54.00000000,3.98898405
55.00000000,4.00733319
56.00000000,4.02535169
57.00000000,4.04305127
58.00000000,4.06044301
59.00000000,4.07753744
60.00000000,4.09434456
61.00000000,4.11087386
62.00000000,4.12713439
63.00000000,4.14313473
64.00000000,4.15888308
65.00000000,4.17438727
66.00000000,4.18965474
67.00000000,4.20469262
68.00000000,4.21950771
69.00000000,4.23410650
70.00000000,4.24849524
71.00000000,4.26267988
72.00000000,4.27666612
73.00000000,4.29045944
74.00000000,4.30406509
75.00000000,4.31748811
76.00000000,4.33073334
77.00000000,4.34380542
78.00000000,4.35670883
79.00000000,4.36944785
80.00000000,4.38202663
81.00000000,4.39444915
82.00000000,4.40671925
83.00000000,4.41884061
84.00000000,4.43081680
85.00000000,4.44265126
86.00000000,4.45434730
87.00000000,4.46590812
88.00000000,4.47733681
89.00000000,4.48863637
90.00000000,4.49980967
91.00000000,4.51085951
92.00000000,4.52178858
93.00000000,4.53259949
94.00000000,4.54329478
95.00000000,4.55387689
96.00000000,4.56434819
97.00000000,4.57471098
98.00000000,4.58496748
99.00000000,4.59511985
100.00000000,4.60517019
